	fecha	canal	tickets_aereos	barco_1	barco_2	otros_servicios
501	24/08/2023	Agencias	0.5694600000000001		5.5935	0.61894
502	24/08/2023	WS - FIT	1.0844200000000002		10.64196	2.8257999999999996
503	25/08/2023	Agencias				0.6712899999999999
504	25/08/2023	WS - FIT	2.1421300000000003	3.9026799999999997	10.88856	1.62225
505	25/08/2023	WS - Other	1.10204		10.0419	1.118
506	26/08/2023	Agencias	3.30612	19.7235		1.72125
507	26/08/2023	WS - FIT	2.48068			18.327509999999997
508	26/08/2023	WS - Other				13.229000000000001
509	27/08/2023	WS - FIT	1.62165		19.8495	3.18375
510	27/08/2023	WS - Other				22.41546
511	28/08/2023	Agencias				3.5826
512	28/08/2023	WS - FIT	1.6850999999999998		21.16125	25.26775
513	28/08/2023	WS - Other			1.12402	
514	29/08/2023	WS - FIT				0.328
515	30/08/2023	Agencias	4.330979999999999		47.5324	3.6226000000000003
516	30/08/2023	WS - FIT	1.1048399999999998			11.36945
517	30/08/2023	WS - Other				12.01534
518	31/08/2023	WS - FIT				8.093
519	01/09/2023	Charter	16.22864	150.9408		1.15775
520	01/09/2023	WS - Other	1.1048399999999998		7.0935	0.0
521	02/09/2023	WS - FIT	4.26145		8.23878	17.603979999999996
522	03/09/2023	WS - Other				26.704739999999997
523	04/09/2023	WS - FIT				0.314
524	05/09/2023	WS - FIT				2.66525
525	07/09/2023	WS - FIT	0.0			2.914
526	08/09/2023	WS - FIT	12.4088	67.13952	10.20408	27.954020000000014
527	09/09/2023	WS - FIT				1.2535
528	10/09/2023	WS - FIT				0.649
529	10/09/2023	WS - Other				13.14184
530	11/09/2023	WS - FIT	1.1048399999999998		8.4645	0.0
531	13/09/2023	WS - FIT				0.86322
532	14/09/2023	WS - FIT	1.1048399999999998	6.312		0.77375
533	15/09/2023	WS - FIT	0.0			15.34102
534	15/09/2023	WS - Other	5.57138		45.865899999999996	2.065
535	16/09/2023	Agencias	0.0		11.286	1.6484100000000002
536	16/09/2023	WS - FIT				0.5754900000000001
537	17/09/2023	WS - FIT				0.50625
538	17/09/2023	WS - Other	3.85			38.313199999999995
539	18/09/2023	Agencias				2.7004200000000003
540	18/09/2023	WS - FIT	3.2433	19.19754		1.557
541	19/09/2023	WS - FIT				0.20992000000000002
542	20/09/2023	Agencias				0.52528
543	20/09/2023	WS - FIT				4.55625
544	21/09/2023	WS - FIT	1.1389200000000002		11.23875	3.091
545	21/09/2023	WS - Other	1.1048399999999998		10.0419	0.0
546	22/09/2023	Agencias	0.52528	3.2		0.0
547	22/09/2023	WS - FIT	0.57388	2.8924000000000003		4.95306
548	24/09/2023	WS - Other				27.4346
549	25/09/2023	Agencias	1.1048399999999998		23.239919999999998	1.0260799999999999
550	25/09/2023	WS - FIT	10.41188		1.7484000000000002	82.5094
551	25/09/2023	WS - Other				1.50075
552	26/09/2023	WS - FIT	3.3634399999999998		8.4645	8.698580000000002
553	27/09/2023	WS - Other				0.0
554	28/09/2023	WS - FIT	2.44975		27.59562	18.10825
555	28/09/2023	WS - Other				0.5313
556	29/09/2023	Agencias	0.3		19.75	1.368
557	29/09/2023	WS - FIT	2.2096799999999996		21.10507	1.93806
558	29/09/2023	WS - Other	2.20866		14.587	0.0
559	30/09/2023	Agencias				4.24571
560	30/09/2023	WS - FIT	3.3413600000000003		8.06949	10.529110000000001
561	01/10/2023	Charter	17.3764	150.9408		1.31825
562	01/10/2023	WS - FIT	0.67276			1.847
563	01/10/2023	WS - Other				13.1476
564	02/10/2023	Agencias	0.3		9.93168	5.88524
565	02/10/2023	WS - FIT				0.39425
566	03/10/2023	Agencias	1.10204	8.766		1.0535999999999999
567	03/10/2023	WS - FIT	1.0811	7.012		0.9295999999999999
568	04/10/2023	WS - FIT				0.17458
569	04/10/2023	WS - Other				1.017
570	05/10/2023	Agencias				0.7089
571	05/10/2023	WS - FIT	6.31356	42.076800000000006	2.7	15.618799999999998
572	05/10/2023	WS - Other	1.14776		9.079799999999999	7.445900000000001
573	06/10/2023	WS - FIT	16.02018	98.28875	2.41071	12.4257
574	06/10/2023	WS - Other	2.29552		18.159599999999998	0.7951999999999998
575	07/10/2023	WS - FIT	4.45713	18.4086		7.269129999999999
576	08/10/2023	WS - Other				17.79616
577	09/10/2023	WS - FIT				3.4525
578	09/10/2023	WS - Other				1.084
579	10/10/2023	WS - FIT				1.3589200000000001
580	11/10/2023	WS - FIT				1.543
581	11/10/2023	WS - Other				5.52158
582	12/10/2023	WS - FIT				2.554
583	13/10/2023	WS - FIT	2.24376		8.4645	4.98278
584	13/10/2023	WS - Other	2.2778400000000003		37.691	15.5641
585	14/10/2023	Agencias				0.978
586	14/10/2023	Charter	22.54132	150.9408		1.38525
587	14/10/2023	WS - FIT	1.10204			17.78334
588	15/10/2023	Agencias	0.0		9.996799999999999	0.0
589	15/10/2023	WS - FIT				10.386529999999999
590	15/10/2023	WS - Other				12.089039999999999
591	16/10/2023	WS - FIT	1.0811			12.72035
592	16/10/2023	WS - Other				0.0
593	17/10/2023	Charter	21.52586	70.1		44.19251
594	17/10/2023	WS - FIT	0.30863999999999997			3.7375
595	17/10/2023	WS - Other				14.416720000000002
596	18/10/2023	WS - FIT				0.261
597	18/10/2023	WS - Other	3.7392			16.21632
598	19/10/2023	Agencias	0.0			10.7805
599	19/10/2023	WS - FIT	0.532			8.6216
600	19/10/2023	WS - Other	8.449620000000001		99.04548000000001	0.7623999999999999
601	20/10/2023	Agencias	1.1048399999999998	3.9090100000000003		5.179399999999999
602	20/10/2023	WS - FIT	2.29552	13.149		5.16686
603	20/10/2023	WS - Other				0.8209
604	21/10/2023	Agencias				4.49352
605	21/10/2023	WS - FIT	2.2185199999999994		11.34225	39.67466999999999
606	21/10/2023	WS - Other	10.32984		106.62317	15.130630000000002
607	22/10/2023	WS - FIT	0.98659	3.61607		0.0
608	22/10/2023	WS - Other	1.1048399999999998	0.0		2.4358
609	23/10/2023	Agencias				0.6434000000000001
610	23/10/2023	WS - FIT				3.619
611	23/10/2023	WS - Other	2.8473			16.5162
612	24/10/2023	WS - FIT				7.06165
613	24/10/2023	WS - Other				15.986499999999998
614	25/10/2023	Agencias	3.31452		1.4	3.2284
615	25/10/2023	WS - FIT	0.322			10.616100000000001
616	26/10/2023	WS - FIT	2.20688	15.423		1.222
617	26/10/2023	WS - Other				0.5924
618	27/10/2023	WS - FIT	0.52528	9.4384	4.5	1.3560000000000003
619	27/10/2023	WS - Other	9.5412		83.76642	4.55673
620	28/10/2023	Agencias				0.106
621	28/10/2023	WS - FIT	1.8015	13.02		1.12508
622	29/10/2023	WS - FIT	0.0			1.9505
623	30/10/2023	WS - FIT	0.0			5.885
624	30/10/2023	WS - Other				44.5297
625	31/10/2023	Charter	23.06038	101.62		30.37843
626	31/10/2023	WS - FIT	0.532			9.528799999999999
627	01/11/2023	WS - FIT				4.619099999999999
628	02/11/2023	Agencias	0.5524199999999999		0.9688	0.25755
629	02/11/2023	WS - FIT	1.14776		6.5745	2.4621999999999997
630	02/11/2023	WS - Other	10.17126		106.64247999999999	0.001
631	03/11/2023	Agencias	0.52			4.23
632	03/11/2023	WS - FIT	1.6131	8.21667	10.73733	4.872049999999998
633	03/11/2023	WS - Other	2.29552		18.159599999999998	0.6861699999999998
634	04/11/2023	WS - FIT	2.02076	6.0068		17.316660000000002
635	04/11/2023	WS - Other	0.5694600000000001	4.9305		0.65
636	05/11/2023	WS - FIT				0.1152
637	05/11/2023	WS - Other				7.184819999999999
638	06/11/2023	Agencias	3.8046	8.766	37.87586	13.76628
639	06/11/2023	WS - FIT				0.157
640	06/11/2023	WS - Other	0.0			14.36959
641	07/11/2023	WS - FIT	0.0			3.4381999999999993
642	09/11/2023	WS - FIT				1.3851
643	10/11/2023	WS - FIT				0.52728
644	10/11/2023	WS - Other	5.00634		81.37423	6.55305
645	11/11/2023	Agencias				1.2992000000000004
646	11/11/2023	Charter	10.48984	150.9408		0.8275
647	11/11/2023	WS - FIT	2.2940500000000004		8.4645	17.305600000000002
648	11/11/2023	WS - Other				11.43792
649	12/11/2023	Agencias				1.536
650	12/11/2023	WS - FIT	0.5517799999999999			7.948119999999998
651	12/11/2023	WS - Other	0.0			26.46322
652	13/11/2023	WS - FIT	1.1136799999999998		7.9002	9.01858
653	13/11/2023	WS - Other	1.1389200000000002			3.59834
654	14/11/2023	Agencias	2.29552			7.8558
655	14/11/2023	WS - FIT	2.2096799999999996	12.91682		3.317999999999999
656	15/11/2023	Agencias				0.136
657	15/11/2023	WS - FIT	0.52248	6.5745		4.8881
658	15/11/2023	WS - Other	5.5242			25.7632
659	16/11/2023	WS - FIT	0.0			7.69428
660	17/11/2023	Agencias	1.97293	7.955360000000001		0.0
661	17/11/2023	Charter	27.51216		235.9152	5.852200000000002
662	17/11/2023	WS - FIT	1.7213199999999997	12.20914		17.590450000000004
663	17/11/2023	WS - Other				0.07084
664	18/11/2023	Agencias				0.672
665	18/11/2023	WS - FIT	2.21072	5.58395		8.739200000000002
666	18/11/2023	WS - Other				13.38242
667	19/11/2023	WS - FIT	1.1389200000000002			20.91791
668	20/11/2023	Agencias	2.2157199999999997	13.266		12.21708
669	20/11/2023	WS - FIT				0.0785
670	20/11/2023	WS - Other	5.7387999999999995		47.532990000000005	12.393559999999999
671	21/11/2023	Agencias				1.552
672	21/11/2023	WS - Other	1.1048399999999998		6.6845	10.31802
673	22/11/2023	WS - FIT	1.9239899999999999	6.5745		13.093
674	23/11/2023	Agencias	0.0	4.64286		
675	23/11/2023	WS - FIT	2.2096799999999996	26.4885		0.07475
676	23/11/2023	WS - Other				9.94142
677	24/11/2023	Agencias	2.8403		27.651	17.785619999999998
678	24/11/2023	WS - FIT	5.00966	14.792110000000001	7.39286	27.999840000000003
679	24/11/2023	WS - Other	1.69134		0.0	6.3605100000000006
680	25/11/2023	Agencias	1.1048399999999998		10.10408	2.9943999999999993
681	25/11/2023	WS - FIT	3.3961300000000003		14.67466	16.03848
682	26/11/2023	Agencias				8.90915
683	26/11/2023	WS - FIT	1.65726		7.625	42.88193999999999
684	27/11/2023	Agencias	2.29552	15.42816		6.16348
685	27/11/2023	WS - FIT	3.3446000000000002	7.111	7.8375	4.41772
686	27/11/2023	WS - Other				29.789639999999995
687	28/11/2023	WS - FIT	1.6368399999999999		8.4645	5.840199999999999
688	29/11/2023	WS - FIT	1.6572599999999997	11.732		3.216040000000002
689	30/11/2023	Agencias	0.52			3.292
690	30/11/2023	WS - FIT	6.229979999999999		62.93864000000001	16.26603
691	30/11/2023	WS - Other	14.881120000000003		139.29165	2.8920000000000003
692	01/12/2023	WS - FIT	1.5509600000000001		8.16306	26.805680000000006
693	02/12/2023	WS - FIT	2.3571999999999997			17.34313000000001
694	02/12/2023	WS - Other				7.53262
695	03/12/2023	WS - FIT	0.0			3.6191999999999998
696	04/12/2023	Agencias			3.606	
697	04/12/2023	WS - FIT	2.8302599999999996		19.413	8.217649999999999
698	05/12/2023	WS - FIT	1.1136799999999998			9.690850000000005
699	05/12/2023	WS - Other				8.88262
700	06/12/2023	Agencias				0.286
701	06/12/2023	WS - FIT	0.26732			25.348809999999997
702	06/12/2023	WS - Other				5.69942
703	07/12/2023	Agencias	0.78			32.00287
704	07/12/2023	WS - FIT	0.8184199999999999	4.5751599999999994		11.65335
705	08/12/2023	Charter	21.393559999999997	150.9408		1.46125
706	08/12/2023	WS - FIT	2.0897799999999997		12.345930000000001	1.48568
707	09/12/2023	WS - FIT	2.2096799999999996		13.5	4.4846
708	11/12/2023	Agencias				1.9849400000000004
709	11/12/2023	WS - FIT	2.77536	8.766	7.4415	8.45886
710	11/12/2023	WS - Other				16.15602
711	12/12/2023	Agencias				3.9178
712	12/12/2023	WS - FIT				5.1205
713	12/12/2023	WS - Other				21.505419999999997
714	13/12/2023	Agencias				16.24
715	13/12/2023	WS - FIT	2.2273599999999996	12.2745		2.463
716	14/12/2023	Agencias	1.1048399999999998		5.58	0.19
717	14/12/2023	WS - FIT	0.0			3.1604
718	14/12/2023	WS - Other	6.72798		78.72403	0.7988500000000001
719	15/12/2023	Agencias				0.596
720	15/12/2023	WS - FIT	1.1048399999999998		11.087	3.8752000000000004
721	15/12/2023	WS - Other	10.82858		105.4953	11.552349999999999
722	16/12/2023	WS - FIT				0.561
723	16/12/2023	WS - Other				10.477219999999999
724	18/12/2023	Agencias	1.1048399999999998		3.2763299999999997	2.8716099999999996
725	18/12/2023	WS - FIT	4.62742		38.99275	3.5770999999999997
726	19/12/2023	Agencias	1.1389200000000002		3.2768	1.13328
727	19/12/2023	WS - FIT				0.159
728	20/12/2023	WS - Other	4.4			53.81683999999999
729	21/12/2023	Agencias		5.3928		
730	21/12/2023	WS - FIT	1.14776	10.80825		6.7975
731	22/12/2023	Agencias	0.0		7.07142	11.181679999999998
732	22/12/2023	WS - FIT	0.0		2.65179	0.404
733	22/12/2023	WS - Other	0.0		18.002	3.90125
734	23/12/2023	Agencias	4.417959999999999		51.5389	5.284490000000001
735	23/12/2023	WS - FIT	0.78792			9.765259999999998
736	24/12/2023	WS - Other				15.61162
737	25/12/2023	WS - FIT	1.05056	25.3477		1.1715
738	25/12/2023	WS - Other				6.39742
739	26/12/2023	Agencias	2.2096799999999996	18.384		1.2264000000000002
740	26/12/2023	WS - FIT				8.20689
741	26/12/2023	WS - Other				7.0485
742	27/12/2023	Agencias	4.97178	23.22512		15.58484
743	27/12/2023	WS - FIT				0.164
744	27/12/2023	WS - Other	4.419359999999999			18.995279999999998
745	28/12/2023	Agencias	8.54125	45.884	39.217	28.638320000000004
746	28/12/2023	WS - FIT	7.1353599999999995		72.2061	11.550850000000002
747	28/12/2023	WS - Other				5.29962
748	29/12/2023	Agencias	1.1048399999999998		15.123	1.0648
749	29/12/2023	WS - FIT	9.27096	46.8456	23.8125	11.253870000000001
750	30/12/2023	Agencias	3.86694	34.321		0.924
751	30/12/2023	WS - FIT	5.020239999999999	18.0628	8.4645	32.12498000000001
752	30/12/2023	WS - Other				2.008
753	31/12/2023	WS - FIT				5.2695
